"INSTNM","YEAR","LOCALE2","STABBR","ACCREDAGENCY","REGION","CONTROL","LOCALE","MAIN","ADM_RATE","UGDS","COSTT4_A","HBCU","MN_EARN_WNE_P10","MD_EARN_WNE_P10","MN_EARN_WNE_MALE0_P10","MN_EARN_WNE_MALE1_P10","MN_EARN_WNE_P6","MD_EARN_WNE_P6","MN_EARN_WNE_MALE0_P6","MN_EARN_WNE_MALE1_P6","DEBT_MDN_SUPP","GRAD_DEBT_MDN_SUPP","RPY_3YR_RT_SUPP","LO_INC_RPY_3YR_RT_SUPP","MD_INC_RPY_3YR_RT_SUPP","HI_INC_RPY_3YR_RT_SUPP","C150_4_POOLED_SUPP","C200_4_POOLED_SUPP","RET_FT4_POOLED_SUPP","TUITIONFEE_OUT","TUITIONFEE_IN"
"Aveda Institute-Phoenix",2025,"01 City","AZ","National Accrediting Commission of Career Arts and Sciences",6,"Private for-profit","12","Other","NA","202","not_reported","0","NA","NA","NA","NA","NA","27978","NA","NA","6333","6333","0.5398230088","0.4516129032","PS","PS","NA","NA","NA","NA","NA"
"University of North Texas at Dallas",2025,"01 City","TX","Southern Association of Colleges and Schools Commission on Colleges",6,"Public","11","Main","0.9386","2914","21003","0","NA","NA","NA","NA","NA","51716","NA","NA","12500","18606","NA","NA","NA","NA","0.4388","0.4164","0.6922","22189","9590"
"Dermal Science International Aesthetics and Nail Academy",2025,"01 City","VA","Middle States Commission on Secondary Education",5,"Private for-profit","13","Main","NA","35","not_reported","0","NA","NA","NA","NA","NA","35422","NA","NA","6333","PS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"BridgeValley Community & Technical College",2025,"02 Suburb","WV","Higher Learning Commission",5,"Public","22","Main","NA","1734","10892","0","PS","36432","PS","PS","27800","34209","27000","29400","5256","9829","0.3622291022","0.3090277778","0.4152249135","0.5096153846","NA","NA","NA","11748","5282"
"Northwest College-Medford",2025,"01 City","OR","National Accrediting Commission of Career Arts and Sciences",8,"Private for-profit","13","Other","NA","72","not_reported","0","25600","24421","PS","PS","19800","23914","PS","PS","6333","7564","0.2794486216","0.2017094017","0.4355828221","0.68","NA","NA","NA","NA","NA"
"Houston Training Schools-Gessner",2025,"01 City","TX","Council on Occupational Education",6,"Private for-profit","11","Other","NA","155","not_reported","0","21400","18991","PS","PS","18200","18606","PS","PS","PS","PS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Empire Beauty School-Buffalo",2025,"01 City","NY","National Accrediting Commission of Career Arts and Sciences",2,"Private for-profit","13","Other","NA","78","not_reported","0","19900","22377","PS","PS","16900","18493","17100","14900","6633","10667","0.2742574257","0.1938911023","0.4519774011","0.6375","NA","NA","NA","NA","NA"
"Paul Mitchell the School-Toledo",2025,"02 Suburb","OH","National Accrediting Commission of Career Arts and Sciences",3,"Private for-profit","21","Other","NA","169","not_reported","0","PS","28363","PS","PS","PS","19643","PS","PS","9833","12500","0.3519061584","0.2488038278","0.4428571429","0.5967741935","NA","NA","NA","NA","NA"
"Georgia Military College",2025,"03 Town","GA","Southern Association of Colleges and Schools Commission on Colleges",5,"Public","32","Main","NA","3936","18298","0","35900","39257","32700","41200","27800","32351","26800","29400","5500","8563","0.2551763804","0.1864106352","0.3453061224","0.4570957096","0.3524","NA","0.375","8112","8112"
"Beau Monde Academy of Barbering and Cosmetology",2025,"01 City","OR","National Accrediting Commission of Career Arts and Sciences",8,"Private for-profit","11","Main","NA","120","not_reported","0","23500","24565","PS","PS","19200","22108","PS","PS","8769","8769","0.2547770701","0.2083333333","PS","PS","NA","NA","NA","NA","NA"
"Fountain of Youth Academy of Cosmetology",2025,"01 City","PA","National Accrediting Commission of Career Arts and Sciences",2,"Private for-profit","11","Main","NA","52","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","5500","6333","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"West Coast University-Miami",2025,"01 City","FL","Western Association of Schools and Colleges Senior Colleges and University Commission",5,"Private for-profit","13","Other","NA","900","42172","0","67700","102672","PS","PS","71900","96114","69300","80700","24145","32946","0.69375","0.6436327739","0.6832579186","0.773480663","PS","NA","0.55","23691","23691"
"Aparicio-Levy Technical College",2025,"02 Suburb","FL","Council on Occupational Education",5,"Public","21","Main","NA","137","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","PS","PS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"The Vocational Nursing Institute Inc",2025,"01 City","TX","Council on Occupational Education",6,"Private nonprofit","11","Main","1","20","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","PS","PS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Hollywood Institute of Beauty Careers-West Palm Beach",2025,"01 City","FL","National Accrediting Commission of Career Arts and Sciences",5,"Private for-profit","12","Other","NA","287","not_reported","0","NA","21386","NA","NA","NA","20710","NA","NA","6105","6199","0.2251381215","0.2074882995","PS","PS","NA","NA","NA","NA","NA"
"Hollywood Institute of Beauty Careers-Casselberry",2025,"02 Suburb","FL","National Accrediting Commission of Career Arts and Sciences",5,"Private for-profit","21","Other","NA","303","not_reported","0","NA","21386","NA","NA","NA","20710","NA","NA","6105","6199","0.2251381215","0.2074882995","PS","PS","NA","NA","NA","NA","NA"
"Empire Beauty School-Cheltenham",2025,"02 Suburb","PA","National Accrediting Commission of Career Arts and Sciences",2,"Private for-profit","21","Other","NA","151","not_reported","0","22000","23921","21800","23900","18500","20215","PS","PS","7851","10667","0.2978723404","0.2254160363","0.4242424242","0.5802469136","NA","NA","NA","NA","NA"
"High Tech High Graduate School of Education",2025,"01 City","CA","Western Association of Schools and Colleges Senior Colleges and University Commission",8,"Private nonprofit","11","Main","NA","NA","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","-999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Coachella Valley Beauty College-Hemet",2025,"02 Suburb","CA","National Accrediting Commission of Career Arts and Sciences",8,"Private for-profit","22","Other","NA","101","not_reported","0","PS","19665","PS","PS","19500","19214","PS","PS","2333","2905","0.5769230769","0.6060606061","PS","PS","NA","NA","NA","NA","NA"
"Coastal Pines Technical College",2025,"03 Town","GA","Southern Association of Colleges and Schools Commission on Colleges",5,"Public","33","Main","NA","1688","9670","0","27300","30214","23900","38300","23600","29888","20300","30700","PS","PS","NA","NA","NA","NA","NA","NA","NA","5440","3040"
"Studio Beauty School",2025,"01 City","WA","National Accrediting Commission of Career Arts and Sciences",8,"Private for-profit","12","Main","NA","106","not_reported","0","NA","NA","NA","NA","NA","20434","NA","NA","6333","6582","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Latin Beauty Academy",2025,"02 Suburb","FL","National Accrediting Commission of Career Arts and Sciences",5,"Private for-profit","21","Main","NA","214","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","6334","7333","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Associated Barber College of San Diego",2025,"01 City","CA","National Accrediting Commission of Career Arts and Sciences",8,"Private for-profit","11","Main","NA","116","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","15340","16500","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"ABCO Technology",2025,"02 Suburb","CA","Accrediting Commission of Career Schools and Colleges",8,"Private for-profit","21","Main","NA","121","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","PS","PS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Lionel University",2025,"02 Suburb","CA","Distance Education Accrediting Commission",8,"Private for-profit","22","Main","NA","480","31812","0","NA","NA","NA","NA","NA","NA","NA","NA","6334","12668","NA","NA","NA","NA","0.5967","NA","PS","15288","15288"
"California Intercontinental University",2025,"01 City","SD","Distance Education Accrediting Commission",4,"Private for-profit","12","Main","NA","141","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","7404","PS","NA","NA","NA","NA","0.1024","PS","NA","9054","9054"
"Infinity College",2025,"01 City","LA","Council on Occupational Education",5,"Private for-profit","12","Main","NA","104","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","6333","6333","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Universal Healthcare Careers College",2025,"01 City","CA","Accrediting Commission of Career Schools and Colleges",8,"Private for-profit","11","Main","NA","279","not_reported","0","NA","NA","NA","NA","NA","28401","NA","NA","PS","PS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"New Beginnings Beauty Academy",2025,"03 Town","AR","National Accrediting Commission of Career Arts and Sciences",5,"Private for-profit","32","Main","NA","25","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","PS","PS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Dolce The Academy",2025,"01 City","CT","National Accrediting Commission of Career Arts and Sciences",1,"Private for-profit","12","Main","NA","42","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","8665","PS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"American College of the Building Arts",2025,"01 City","SC","Accrediting Commission of Career Schools and Colleges",5,"Private nonprofit","12","Main","0.6207","140","38984","0","NA","NA","NA","NA","NA","NA","NA","NA","10500","PS","NA","NA","NA","NA","0.5818","0.5","0.8868","20572","20572"
"River Valley School of Massage",2025,"03 Town","AR","Accrediting Commission of Career Schools and Colleges",5,"Private for-profit","33","Main","NA","12","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","PS","PS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Atlantis University",2025,"01 City","FL","Accrediting Commission of Career Schools and Colleges",5,"Private for-profit","11","Main","NA","313","24866","0","NA","NA","NA","NA","NA","NA","NA","NA","15900","25870","NA","NA","NA","NA","0.6744","0.6065","0.4227","12720","12720"
"Westchester School for Medical & Dental Assistants",2025,"02 Suburb","NY","Accrediting Council for Continuing Education & Training",2,"Private for-profit","21","Main","NA","35","not_reported","0","NA","NA","NA","NA","NA","31921","NA","NA","4097","4171","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Studio Incamminati",2025,"01 City","PA","National Association of Schools of Arts and Design",2,"Private nonprofit","11","Main","1","40","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","PS","PS","NA","NA","NA","NA","NA","NA","NA","17333","17333"
"Salon Boutique Academy",2025,"02 Suburb","TX","National Accrediting Commission of Career Arts and Sciences",6,"Private for-profit","21","Main","NA","191","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","7736","7917","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"GA Beauty & Barber School",2025,"01 City","TX","National Accrediting Commission of Career Arts and Sciences",6,"Private for-profit","12","Main","NA","199","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","2400","2783","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"The Recording Conservatory of Austin",2025,"04 Rural","TX","Accrediting Commission of Career Schools and Colleges",6,"Private for-profit","41","Main","NA","82","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","PS","PS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"VH Barber & Styling Academy",2025,"01 City","LA","National Accrediting Commission of Career Arts and Sciences",5,"Private for-profit","13","Main","NA","24","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","9500","PS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Bet Medrash Gadol Ateret Torah",2025,"01 City","NY","Association of Advanced Rabbinical and Talmudic Schools",2,"Private nonprofit","11","Main","0.6531","108","16500","0","NA","NA","NA","NA","NA","NA","NA","NA","PS","PS","NA","NA","NA","NA","0.4468","0.6765","0.9231","10700","10700"
"Yeshiva Ohr Yisrael",2025,"01 City","NY","Association of Advanced Rabbinical and Talmudic Schools",2,"Private nonprofit","11","Main","1","17","18645","0","NA","NA","NA","NA","NA","NA","NA","NA","PS","PS","NA","NA","NA","NA","PS","PS","PS","9400","9400"
"Yeshiva Sholom Shachna",2025,"01 City","NY","Association of Advanced Rabbinical and Talmudic Schools",2,"Private nonprofit","11","Main","0.8696","118","19450","0","NA","NA","NA","NA","NA","NA","NA","NA","PS","PS","NA","NA","NA","NA","0.1852","0.1228","0.6667","10750","10750"
"Bethlehem College & Seminary",2025,"01 City","MN","NA",4,"Private nonprofit","11","Other","NA","92","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","-999","NA","NA","NA","NA","NA","0.5833","0.5854","0.8667","7144","7144"
"Elmezzi Graduate School of Molecular Medicine",2025,"02 Suburb","NY","Western Association of Schools and Colleges Senior Colleges and University Commission",2,"Private nonprofit","21","Main","NA","NA","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","-999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Theatre of Arts",2025,"01 City","CA","National Association of Schools of Theatre",8,"Private for-profit","11","Main","NA","37","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","PS","PS","NA","NA","NA","NA","NA","NA","NA","21940","21940"
"Westchester College of Nursing & Allied Health",2025,"01 City","CA","Accrediting Bureau of Health Education Schools",8,"Private for-profit","11","Main","NA","11","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","PS","PS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Treasure Coast Technical College",2025,"02 Suburb","FL","Council on Occupational Education",5,"Public","22","Main","NA","67","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","PS","PS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"American College of Barbering",2025,"01 City","KY","National Accrediting Commission of Career Arts and Sciences",5,"Private for-profit","11","Main","NA","75","not_reported","0","NA","NA","NA","NA","NA","14137","NA","NA","9399","14143","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Beth Medrash Meor Yitzchok",2025,"02 Suburb","NY","Association of Advanced Rabbinical and Talmudic Schools",2,"Private nonprofit","21","Main","0.5212","222","22200","0","NA","NA","NA","NA","NA","NA","NA","NA","PS","PS","NA","NA","NA","NA","0.2845","0.0178","0.8742","12600","12600"
"Mingo Extended Learning Center",2025,"04 Rural","WV","Council on Occupational Education",5,"Public","43","Main","1","13","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","PS","PS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"San Ignacio University",2025,"01 City","FL","Distance Education Accrediting Commission",5,"Private for-profit","13","Main","NA","75","14305","0","NA","NA","NA","NA","NA","NA","NA","NA","PS","PS","NA","NA","NA","NA","0.7368","PS","0.8572","10405","10405"
"ZMS The Academy",2025,"01 City","CA","Council on Occupational Education",8,"Private for-profit","11","Main","NA","228","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","3666","PS","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Valor Christian College",2025,"01 City","OH","Association for Biblical Higher Education",3,"Private nonprofit","11","Main","NA","352","30234","0","NA","NA","NA","NA","NA","32212","NA","NA","12270","15250","NA","NA","NA","NA","0.4819","NA","PS","9892","9892"
"Bethany Global University",2025,"01 City","MN","Association for Biblical Higher Education",4,"Private nonprofit","13","Main","0.9388","162","29638","0","NA","NA","NA","NA","NA","34385","NA","NA","11598","12000","NA","NA","NA","NA","0.6857","0.4833","0.4762","20700","20700"
"HVAC Technical Institute",2025,"01 City","IL","Council on Occupational Education",3,"Private for-profit","11","Main","NA","216","not_reported","0","NA","NA","NA","NA","NA","NA","NA","NA","6851","6851","NA","NA","NA","NA","NA","NA","NA","NA","NA"
